"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","391","Then The Worklist page is open","","Mon Feb 02 13:07:06 GMT 2026","passed","Mon Feb 02 13:07:06 GMT 2026","","MWE_RS_021 - Asset Swap: Asset Swap","",""
"","272","Then I take a screenshot","","Mon Feb 02 11:54:50 GMT 2026","passed","Mon Feb 02 11:54:50 GMT 2026","","MWE_RS_038 - Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading: Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading","",""
"","264421","And I see allow button","","Mon Feb 02 11:41:36 GMT 2026","passed","Mon Feb 02 11:46:00 GMT 2026","","MWE_RS_024 - User level Notifications: User level Notifications","",""
"","868","When I tap on task with number ""20.""","","Thu Feb 05 19:27:39 GMT 2026","passed","Thu Feb 05 19:27:40 GMT 2026","","MWE_RS_060 - Complete Work For Other People: Complete Work For Other People","",""
"","1318","When I set Region as ""Europe""","","Thu Jan 29 12:05:08 GMT 2026","passed","Thu Jan 29 12:05:09 GMT 2026","","MWE_RS_002 - Start and Pause Work Order: Start and Pause Work Order","",""
"","1998","Then I click on ""PAUSE ICON"" button","","Mon Feb 02 13:06:29 GMT 2026","passed","Mon Feb 02 13:06:31 GMT 2026","","MWE_RS_021 - Asset Swap: Asset Swap","",""
"","2818","And I click on ""Sign In"" button","","Thu Jan 29 20:08:54 GMT 2026","passed","Thu Jan 29 20:08:57 GMT 2026","","MWE_RS_013 - Add Failure Information to the current Work Order: Add Failure Information to the current Work Order","",""
"","2571","Then I click on ""ON HOLD"" button","","Thu Jan 29 17:48:31 GMT 2026","passed","Thu Jan 29 17:48:34 GMT 2026","","MWE_RS_017 - Add Manual Time Entry: Add Manual Time Entry","",""
"","2802","And I click on ""Sign In"" button","","Thu Feb 05 18:37:29 GMT 2026","passed","Thu Feb 05 18:37:32 GMT 2026","","MWE_RS_059 - Return Work For Other People: Return Work For Other People","",""
"","644","Given I am on the Init page","","Fri Jan 30 10:57:31 GMT 2026","passed","Fri Jan 30 10:57:32 GMT 2026","","MWE_RS_022 - Check out Materials and make Reservations: Checkout Materials and make Reservations","",""
"","2948","And I click on ""Sign In"" button","","Wed Feb 04 14:43:29 GMT 2026","passed","Wed Feb 04 14:43:31 GMT 2026","","MWE_RS_056 - Attach a Document to assigned Work Order and verify in Files tab: Attach a Document to assigned Work Order and verify in Files tab","",""
"","2177","Then I click on ""Status"" sort by option and select ""Location""","","Fri Jan 30 14:05:20 GMT 2026","passed","Fri Jan 30 14:05:22 GMT 2026","","MWE_RS_026 - Sort By Filter in My Work List: Sort My Work List By Filter","",""
"","266","Then I take a screenshot","","Thu Jan 29 17:49:01 GMT 2026","passed","Thu Jan 29 17:49:02 GMT 2026","","MWE_RS_017 - Add Manual Time Entry: Add Manual Time Entry","",""
"","2608","And I enter password as ""yo2026@@""","","Mon Feb 02 12:58:46 GMT 2026","passed","Mon Feb 02 12:58:49 GMT 2026","","MWE_RS_021 - Asset Swap: Asset Swap","",""
"","655","When I set Region select field","","Thu Jan 29 21:38:22 GMT 2026","passed","Thu Jan 29 21:38:23 GMT 2026","","MWE_RS_032 - Complete a CM Work Order with Task Assigned: Complete a CM Work Order with Task Assigned","",""
"","3430","When I set ""helpless-pig-37"" into Environment Code input field","","Mon Feb 02 11:48:27 GMT 2026","passed","Mon Feb 02 11:48:31 GMT 2026","","MWE_RS_038 - Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading: Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading","",""
"","2030","Then I click on ""START ICON"" button","","Mon Feb 02 11:53:40 GMT 2026","passed","Mon Feb 02 11:53:42 GMT 2026","","MWE_RS_038 - Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading: Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading","",""
"","2737","Then I click on ""Replaced"" button","","Thu Jan 29 21:55:09 GMT 2026","passed","Thu Jan 29 21:55:12 GMT 2026","","MWE_RS_036 - Complete a CM Work Order: Complete a CM Work Order","",""
"","3265","Then I enter username as ""yinka.oludipe@keolisameydlr.co.uk""","","Wed Feb 04 10:25:35 GMT 2026","passed","Wed Feb 04 10:25:38 GMT 2026","","MWE_RS_050  - After refreshing environment synchronization screen appears: After refreshing environment synchronization screen appears","",""
"","2589","And I enter password as ""yo2026@@""","","Wed Jan 28 18:20:13 GMT 2026","passed","Wed Jan 28 18:20:16 GMT 2026","","MWE_RS_023 - Clear Local Data of application: Clear Local Data of application","",""
"","2808","Then I click on ""ON HOLD"" button","","Mon Feb 02 11:54:19 GMT 2026","passed","Mon Feb 02 11:54:22 GMT 2026","","MWE_RS_038 - Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading: Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading","",""
"","2252","Then The status of the work Order is in ""In Progress""","","Thu Jan 29 16:03:56 GMT 2026","passed","Thu Jan 29 16:03:58 GMT 2026","","MWE_RS_012 - Change Location on Work Order: Change Location on Work Order","",""
"","949","Then I can connect to the Environment","","Thu Jan 29 17:25:36 GMT 2026","passed","Thu Jan 29 17:25:37 GMT 2026","","MWE_RS_011 - Complete an assigned Task: Complete an assigned Task on Work Order","",""
"","541","Then The Worklist page is open","","Thu Jan 29 20:14:02 GMT 2026","passed","Thu Jan 29 20:14:02 GMT 2026","","MWE_RS_013 - Add Failure Information to the current Work Order: Add Failure Information to the current Work Order","",""
"","25004","Then I wait for page to load","","Wed Feb 04 10:30:28 GMT 2026","passed","Wed Feb 04 10:30:53 GMT 2026","","MWE_RS_050  - After refreshing environment synchronization screen appears: After refreshing environment synchronization screen appears","",""
"","1678","Then I click on ""START WORK"" button","","Mon Feb 02 13:35:47 GMT 2026","passed","Mon Feb 02 13:35:49 GMT 2026","","MWE_RS_029 - Child Work Order: Child Work Order","",""
"","1168","Then I click on ""FAILURE CLASS"" option","","Thu Jan 29 15:04:32 GMT 2026","passed","Thu Jan 29 15:04:33 GMT 2026","","MWE_RS_006 - Create Follow On Work Order Add To Backlog: Create Follow On Work Order Add To Backlog","",""
"","2418","Then I click on ""PAUSE WORK ORDER"" button","","Fri Jan 30 12:36:17 GMT 2026","passed","Fri Jan 30 12:36:20 GMT 2026","","MWE_RS_025 - Teams View for active users on Work Order: Teams View for Active Users on Work Order","",""
"","380","Then The Worklist page is open","","Fri Jan 30 12:36:21 GMT 2026","passed","Fri Jan 30 12:36:21 GMT 2026","","MWE_RS_025 - Teams View for active users on Work Order: Teams View for Active Users on Work Order","",""
"","272028","And I see allow button","","Thu Jan 29 17:25:48 GMT 2026","passed","Thu Jan 29 17:30:21 GMT 2026","","MWE_RS_011 - Complete an assigned Task: Complete an assigned Task on Work Order","",""
"","1876","Then I navigate ""Files"" tab","","Wed Feb 04 14:50:02 GMT 2026","passed","Wed Feb 04 14:50:04 GMT 2026","","MWE_RS_056 - Attach a Document to assigned Work Order and verify in Files tab: Attach a Document to assigned Work Order and verify in Files tab","",""
"","1080","Then I navigate to ""back""","","Fri Jan 30 11:04:25 GMT 2026","passed","Fri Jan 30 11:04:26 GMT 2026","","MWE_RS_022 - Check out Materials and make Reservations: Checkout Materials and make Reservations","",""
"","1","Then I wait for page to load","","Thu Jan 29 16:04:10 GMT 2026","skipped","Thu Jan 29 16:04:10 GMT 2026","","MWE_RS_012 - Change Location on Work Order: Change Location on Work Order","",""
"","4441","Then I click on ""PAUSE WORK ORDER"" button","","Thu Feb 05 18:18:25 GMT 2026","passed","Thu Feb 05 18:18:30 GMT 2026","","MWE_RS_057 - Capture Time For Other People: Capture Time For Other People","",""
"","23226","And I set ""comments"" value field to ""MWE KAD 1.13.0 TESTING""","","Thu Jan 29 17:31:47 GMT 2026","passed","Thu Jan 29 17:32:10 GMT 2026","","MWE_RS_011 - Complete an assigned Task: Complete an assigned Task on Work Order","",""
"","3009","And I click on ""Sign In"" button","","Fri Jan 30 14:00:09 GMT 2026","passed","Fri Jan 30 14:00:12 GMT 2026","","MWE_RS_026 - Sort By Filter in My Work List: Sort My Work List By Filter","",""
"","1233","When I set Region as ""Europe""","","Wed Jan 28 17:38:49 GMT 2026","passed","Wed Jan 28 17:38:51 GMT 2026","","MWE_RS_001 - Login and Logout from the Application: As a user, I can log into the secure area","",""
"","1719","Then I click on ""RUNNING RAIL"" option","","Thu Jan 29 15:04:33 GMT 2026","passed","Thu Jan 29 15:04:35 GMT 2026","","MWE_RS_006 - Create Follow On Work Order Add To Backlog: Create Follow On Work Order Add To Backlog","",""
"","0","Then I click on ""CONFIRM"" button","","Thu Jan 29 16:04:10 GMT 2026","skipped","Thu Jan 29 16:04:10 GMT 2026","","MWE_RS_012 - Change Location on Work Order: Change Location on Work Order","",""
"","1149","When I switch to the web view context","","Wed Jan 28 17:12:05 GMT 2026","passed","Wed Jan 28 17:12:06 GMT 2026","","MWE_RS_027- View Application Details: Version, Environment and Licenses","",""
"","52152","Then The status of the work Order is in ""In Progress""","","Thu Feb 05 18:35:35 GMT 2026","broken","Thu Feb 05 18:36:27 GMT 2026","","MWE_RS_059 - Return Work For Other People: Return Work For Other People","",""
"","277573","And I see allow button","","Thu Jan 29 20:08:57 GMT 2026","passed","Thu Jan 29 20:13:34 GMT 2026","","MWE_RS_013 - Add Failure Information to the current Work Order: Add Failure Information to the current Work Order","",""
"","2296","And I enter ""3000890"" in the Inventory search field","","Fri Jan 30 11:03:06 GMT 2026","passed","Fri Jan 30 11:03:08 GMT 2026","","MWE_RS_022 - Check out Materials and make Reservations: Checkout Materials and make Reservations","",""
"","2","hook:","","Thu Jan 29 12:11:25 GMT 2026","failed","Thu Jan 29 12:11:25 GMT 2026","","","",""
"","3133","Then I click on ""ON HOLD"" button","","Thu Jan 29 18:52:04 GMT 2026","passed","Thu Jan 29 18:52:07 GMT 2026","","MWE_RS_010 - Fail an assigned Task: Fail an assigned Task on Work Order","",""
"","1020","Then I can connect to the Environment","","Thu Jan 29 21:38:27 GMT 2026","passed","Thu Jan 29 21:38:28 GMT 2026","","MWE_RS_032 - Complete a CM Work Order with Task Assigned: Complete a CM Work Order with Task Assigned","",""
"","1","hook:","","Thu Jan 29 20:32:41 GMT 2026","failed","Thu Jan 29 20:32:41 GMT 2026","","","",""
"","3532","Then I enter username as ""yinka.oludipe@keolisameydlr.co.uk""","","Thu Feb 05 18:12:03 GMT 2026","passed","Thu Feb 05 18:12:06 GMT 2026","","MWE_RS_057 - Capture Time For Other People: Capture Time For Other People","",""
"","261122","And I see allow button","","Fri Jan 30 12:30:46 GMT 2026","passed","Fri Jan 30 12:35:07 GMT 2026","","MWE_RS_025 - Teams View for active users on Work Order: Teams View for Active Users on Work Order","",""
"","1","Then I click on ""PAUSE WORK ORDER"" button","","Thu Jan 29 16:04:10 GMT 2026","skipped","Thu Jan 29 16:04:10 GMT 2026","","MWE_RS_012 - Change Location on Work Order: Change Location on Work Order","",""
"","678","When I switch to the web view context","","Thu Feb 05 19:19:43 GMT 2026","passed","Thu Feb 05 19:19:44 GMT 2026","","MWE_RS_060 - Complete Work For Other People: Complete Work For Other People","",""
"","883","When I click at ""first"" WO","","Thu Jan 29 20:32:18 GMT 2026","passed","Thu Jan 29 20:32:18 GMT 2026","","MWE_RS_015 - Return an Assigned Work Order: Return an Assigned Work Order","",""
"","2765","And I click on ""Sign In"" button","","Thu Jan 29 21:38:36 GMT 2026","passed","Thu Jan 29 21:38:39 GMT 2026","","MWE_RS_032 - Complete a CM Work Order with Task Assigned: Complete a CM Work Order with Task Assigned","",""
"","927","Then I can connect to the Environment","","Fri Jan 30 12:30:35 GMT 2026","passed","Fri Jan 30 12:30:36 GMT 2026","","MWE_RS_025 - Teams View for active users on Work Order: Teams View for Active Users on Work Order","",""
"","3875","Then I click on ""PAUSE"" button","","Wed Feb 04 14:49:48 GMT 2026","passed","Wed Feb 04 14:49:52 GMT 2026","","MWE_RS_056 - Attach a Document to assigned Work Order and verify in Files tab: Attach a Document to assigned Work Order and verify in Files tab","",""
"","50978","Then I click on ""BENT"" option","","Tue Feb 03 12:17:25 GMT 2026","broken","Tue Feb 03 12:18:16 GMT 2026","","MWE_RS_006 - Create Follow On Work Order Add To Backlog: Create Follow On Work Order Add To Backlog","",""
"","2548","Then I click on ""PAUSE WORK ORDER"" button","","Mon Feb 02 13:06:37 GMT 2026","passed","Mon Feb 02 13:06:39 GMT 2026","","MWE_RS_021 - Asset Swap: Asset Swap","",""
"","2682","Then I click on ""ON HOLD"" button","","Thu Jan 29 12:37:23 GMT 2026","passed","Thu Jan 29 12:37:26 GMT 2026","","MWE_RS_003 - Add Comment: Add Comment to Work Order","",""
"","2485","And I enter password as ""yo2026@@""","","Fri Jan 30 14:00:07 GMT 2026","passed","Fri Jan 30 14:00:09 GMT 2026","","MWE_RS_026 - Sort By Filter in My Work List: Sort My Work List By Filter","",""
"","1068","Then I click on ""GO TO ASSET SWAP"" button","","Mon Feb 02 13:04:05 GMT 2026","passed","Mon Feb 02 13:04:06 GMT 2026","","MWE_RS_021 - Asset Swap: Asset Swap","",""
"","2822","Then I click on ""CREATE FOLLOW-ON WORK ORDER"" button","","Wed Feb 04 11:54:17 GMT 2026","passed","Wed Feb 04 11:54:20 GMT 2026","","MWE_RS_006 - Create Follow On Work Order Add To Backlog: Create Follow On Work Order Add To Backlog","",""
"","1172","When I click on ""Reject"" button","","Wed Jan 28 18:25:03 GMT 2026","passed","Wed Jan 28 18:25:04 GMT 2026","","MWE_RS_023 - Clear Local Data of application: Clear Local Data of application","",""
"","1","hook:","","Mon Feb 02 11:41:18 GMT 2026","failed","Mon Feb 02 11:41:18 GMT 2026","","","",""
"","241","Then I take a screenshot","","Mon Feb 02 11:46:31 GMT 2026","passed","Mon Feb 02 11:46:31 GMT 2026","","MWE_RS_024 - User level Notifications: User level Notifications","",""
"","778","When I set Region select field","","Thu Feb 05 18:11:54 GMT 2026","passed","Thu Feb 05 18:11:54 GMT 2026","","MWE_RS_057 - Capture Time For Other People: Capture Time For Other People","",""
"","740","Then I press the Hamburger icon","","Wed Feb 04 11:45:13 GMT 2026","passed","Wed Feb 04 11:45:14 GMT 2026","","MWE_RS_055 - Reset Application: Reset Application","",""
"","939","Then I click on ""SELECT OUTCOME"" option","","Thu Jan 29 21:56:17 GMT 2026","passed","Thu Jan 29 21:56:18 GMT 2026","","MWE_RS_036 - Complete a CM Work Order: Complete a CM Work Order","",""
"","976","Then I can connect to the Environment","","Fri Jan 30 10:57:36 GMT 2026","passed","Fri Jan 30 10:57:37 GMT 2026","","MWE_RS_022 - Check out Materials and make Reservations: Checkout Materials and make Reservations","",""
"","2505","And I enter password as ""yo2026@@""","","Wed Feb 04 11:48:55 GMT 2026","passed","Wed Feb 04 11:48:58 GMT 2026","","MWE_RS_006 - Create Follow On Work Order Add To Backlog: Create Follow On Work Order Add To Backlog","",""
"","844","Then I can connect to the Environment","","Wed Feb 04 10:25:31 GMT 2026","passed","Wed Feb 04 10:25:32 GMT 2026","","MWE_RS_050  - After refreshing environment synchronization screen appears: After refreshing environment synchronization screen appears","",""
"","2969","Then I enter username as ""yinka.oludipe@keolisameydlr.co.uk""","","Thu Jan 29 15:58:41 GMT 2026","passed","Thu Jan 29 15:58:44 GMT 2026","","MWE_RS_012 - Change Location on Work Order: Change Location on Work Order","",""
"","807","Given I am on the Init page","","Thu Jan 29 12:05:06 GMT 2026","passed","Thu Jan 29 12:05:07 GMT 2026","","MWE_RS_002 - Start and Pause Work Order: Start and Pause Work Order","",""
"","669","When I switch to the web view context","","Mon Feb 02 13:30:31 GMT 2026","passed","Mon Feb 02 13:30:32 GMT 2026","","MWE_RS_029 - Child Work Order: Child Work Order","",""
"","1854","Then I click on ""START ICON"" button","","Thu Jan 29 12:36:13 GMT 2026","passed","Thu Jan 29 12:36:14 GMT 2026","","MWE_RS_003 - Add Comment: Add Comment to Work Order","",""
"","49","And I switch to native view context","","Thu Jan 29 12:31:08 GMT 2026","passed","Thu Jan 29 12:31:08 GMT 2026","","MWE_RS_003 - Add Comment: Add Comment to Work Order","",""
"","15","And I switch to native view context","","Fri Jan 30 12:30:46 GMT 2026","passed","Fri Jan 30 12:30:46 GMT 2026","","MWE_RS_025 - Teams View for active users on Work Order: Teams View for Active Users on Work Order","",""
"","3260","Then I enter username as ""yinka.oludipe@keolisameydlr.co.uk""","","Thu Jan 29 12:31:00 GMT 2026","passed","Thu Jan 29 12:31:03 GMT 2026","","MWE_RS_003 - Add Comment: Add Comment to Work Order","",""
"","2752","And I click on ""Sign In"" button","","Thu Feb 05 19:19:49 GMT 2026","passed","Thu Feb 05 19:19:52 GMT 2026","","MWE_RS_060 - Complete Work For Other People: Complete Work For Other People","",""
"","424","Then The Worklist page is open","","Thu Jan 29 20:32:40 GMT 2026","passed","Thu Jan 29 20:32:41 GMT 2026","","MWE_RS_015 - Return an Assigned Work Order: Return an Assigned Work Order","",""
"","440","Given I am on the Init page","","Thu Feb 05 18:37:14 GMT 2026","passed","Thu Feb 05 18:37:15 GMT 2026","","MWE_RS_059 - Return Work For Other People: Return Work For Other People","",""
"","657","When I set Region select field","","Thu Feb 05 19:19:35 GMT 2026","passed","Thu Feb 05 19:19:36 GMT 2026","","MWE_RS_060 - Complete Work For Other People: Complete Work For Other People","",""
"","1066","Then I can connect to the Environment","","Thu Feb 05 19:19:40 GMT 2026","passed","Thu Feb 05 19:19:41 GMT 2026","","MWE_RS_060 - Complete Work For Other People: Complete Work For Other People","",""
"","1232","When I press ""FAILURE INFORMATION"" widget","","Thu Jan 29 20:14:36 GMT 2026","passed","Thu Jan 29 20:14:37 GMT 2026","","MWE_RS_013 - Add Failure Information to the current Work Order: Add Failure Information to the current Work Order","",""
"","1036","When I press ""TASKS"" widget","","Mon Feb 02 11:53:47 GMT 2026","passed","Mon Feb 02 11:53:48 GMT 2026","","MWE_RS_038 - Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading: Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading","",""
"","2795","When I set ""helpless-pig-37"" into Environment Code input field","","Thu Jan 29 17:42:49 GMT 2026","passed","Thu Jan 29 17:42:52 GMT 2026","","MWE_RS_017 - Add Manual Time Entry: Add Manual Time Entry","",""
"","25003","Then I wait for page to load","","Thu Jan 29 17:48:36 GMT 2026","passed","Thu Jan 29 17:49:01 GMT 2026","","MWE_RS_017 - Add Manual Time Entry: Add Manual Time Entry","",""
"","770","When I tap on task with number ""10.""","","Thu Feb 05 19:27:10 GMT 2026","passed","Thu Feb 05 19:27:11 GMT 2026","","MWE_RS_060 - Complete Work For Other People: Complete Work For Other People","",""
"","0","Then I click on ""PAUSE"" button","","Thu Jan 29 16:04:10 GMT 2026","skipped","Thu Jan 29 16:04:10 GMT 2026","","MWE_RS_012 - Change Location on Work Order: Change Location on Work Order","",""
"","2146","Then I click on ""Location"" sort by option and select ""Priority""","","Fri Jan 30 14:05:23 GMT 2026","passed","Fri Jan 30 14:05:25 GMT 2026","","MWE_RS_026 - Sort By Filter in My Work List: Sort My Work List By Filter","",""
"","282646","And I see allow button","","Thu Feb 05 18:12:12 GMT 2026","passed","Thu Feb 05 18:16:54 GMT 2026","","MWE_RS_057 - Capture Time For Other People: Capture Time For Other People","",""
"","17","And I switch to native view context","","Thu Jan 29 17:25:48 GMT 2026","passed","Thu Jan 29 17:25:48 GMT 2026","","MWE_RS_011 - Complete an assigned Task: Complete an assigned Task on Work Order","",""
"","1","hook:","","Fri Jan 30 14:05:32 GMT 2026","failed","Fri Jan 30 14:05:32 GMT 2026","","","",""
"","641","When I set Region select field","","Wed Jan 28 18:20:02 GMT 2026","passed","Wed Jan 28 18:20:03 GMT 2026","","MWE_RS_023 - Clear Local Data of application: Clear Local Data of application","",""
"","21806","And I set ""measurement input"" value field to ""1500""","","Thu Jan 29 17:31:25 GMT 2026","passed","Thu Jan 29 17:31:47 GMT 2026","","MWE_RS_011 - Complete an assigned Task: Complete an assigned Task on Work Order","",""
"","275","Then I take a screenshot","","Thu Jan 29 21:47:30 GMT 2026","passed","Thu Jan 29 21:47:30 GMT 2026","","MWE_RS_032 - Complete a CM Work Order with Task Assigned: Complete a CM Work Order with Task Assigned","",""
"","1972","Then I click on ""PAUSE"" button","","Thu Jan 29 12:37:20 GMT 2026","passed","Thu Jan 29 12:37:22 GMT 2026","","MWE_RS_003 - Add Comment: Add Comment to Work Order","",""
"","24503","And I set ""Summary"" value field to ""KAD MWE  1.13.0 TESTING""","","Thu Feb 05 19:26:17 GMT 2026","passed","Thu Feb 05 19:26:42 GMT 2026","","MWE_RS_060 - Complete Work For Other People: Complete Work For Other People","",""
"","25004","Then I wait for page to load","","Wed Feb 04 14:50:04 GMT 2026","passed","Wed Feb 04 14:50:29 GMT 2026","","MWE_RS_056 - Attach a Document to assigned Work Order and verify in Files tab: Attach a Document to assigned Work Order and verify in Files tab","",""
"","1253","Then I click on ""SELECT OUTCOME"" option","","Thu Jan 29 20:15:52 GMT 2026","passed","Thu Jan 29 20:15:53 GMT 2026","","MWE_RS_013 - Add Failure Information to the current Work Order: Add Failure Information to the current Work Order","",""
"","4231","Then WO page is ""Shown""","","Thu Jan 29 12:10:39 GMT 2026","passed","Thu Jan 29 12:10:43 GMT 2026","","MWE_RS_002 - Start and Pause Work Order: Start and Pause Work Order","",""
"","1384","Then I click on ""About"" button","","Wed Jan 28 17:16:47 GMT 2026","passed","Wed Jan 28 17:16:48 GMT 2026","","MWE_RS_027- View Application Details: Version, Environment and Licenses","",""
"","2039","Then I click on ""START WORK"" button","","Fri Jan 30 12:35:39 GMT 2026","passed","Fri Jan 30 12:35:41 GMT 2026","","MWE_RS_025 - Teams View for active users on Work Order: Teams View for Active Users on Work Order","",""
"","1201","Then I click on ""SEARCH ALL PARTS"" button","","Fri Jan 30 11:03:04 GMT 2026","passed","Fri Jan 30 11:03:05 GMT 2026","","MWE_RS_022 - Check out Materials and make Reservations: Checkout Materials and make Reservations","",""
"","3123","Then I enter username as ""yinka.oludipe@keolisameydlr.co.uk""","","Wed Jan 28 18:20:10 GMT 2026","passed","Wed Jan 28 18:20:13 GMT 2026","","MWE_RS_023 - Clear Local Data of application: Clear Local Data of application","",""
"","3057","Then I enter username as ""yinka.oludipe@keolisameydlr.co.uk""","","Thu Jan 29 12:05:16 GMT 2026","passed","Thu Jan 29 12:05:19 GMT 2026","","MWE_RS_002 - Start and Pause Work Order: Start and Pause Work Order","",""
"","2851","When I set ""helpless-pig-37"" into Environment Code input field","","Wed Jan 28 17:12:00 GMT 2026","passed","Wed Jan 28 17:12:03 GMT 2026","","MWE_RS_027- View Application Details: Version, Environment and Licenses","",""
"","1852","Then I click on ""PAUSE ICON"" button","","Fri Jan 30 11:03:50 GMT 2026","passed","Fri Jan 30 11:03:51 GMT 2026","","MWE_RS_022 - Check out Materials and make Reservations: Checkout Materials and make Reservations","",""
"","879","Then I can connect to the Environment","","Wed Jan 28 17:38:53 GMT 2026","passed","Wed Jan 28 17:38:54 GMT 2026","","MWE_RS_001 - Login and Logout from the Application: As a user, I can log into the secure area","",""
"","3319","Then I click on ""PAUSE WORK ORDER"" button","","Wed Feb 04 11:55:54 GMT 2026","passed","Wed Feb 04 11:55:57 GMT 2026","","MWE_RS_006 - Create Follow On Work Order Add To Backlog: Create Follow On Work Order Add To Backlog","",""
"","2745","And I click on ""Sign In"" button","","Thu Jan 29 21:49:14 GMT 2026","passed","Thu Jan 29 21:49:17 GMT 2026","","MWE_RS_036 - Complete a CM Work Order: Complete a CM Work Order","",""
"","2720","Then I click on ""PERMANENT FIX"" button","","Thu Jan 29 21:47:00 GMT 2026","passed","Thu Jan 29 21:47:02 GMT 2026","","MWE_RS_032 - Complete a CM Work Order with Task Assigned: Complete a CM Work Order with Task Assigned","",""
"","284595","And I see allow button","","Wed Jan 28 18:20:18 GMT 2026","passed","Wed Jan 28 18:25:03 GMT 2026","","MWE_RS_023 - Clear Local Data of application: Clear Local Data of application","",""
"","1550","Then I click on ""Logout"" button","","Wed Jan 28 17:44:05 GMT 2026","passed","Wed Jan 28 17:44:06 GMT 2026","","MWE_RS_001 - Login and Logout from the Application: As a user, I can log into the secure area","",""
"","3743","Then I click on ""PAUSE ICON"" button","","Wed Feb 04 14:49:44 GMT 2026","passed","Wed Feb 04 14:49:48 GMT 2026","","MWE_RS_056 - Attach a Document to assigned Work Order and verify in Files tab: Attach a Document to assigned Work Order and verify in Files tab","",""
"","1485","When I click on ""Reject"" button","","Thu Feb 05 18:42:39 GMT 2026","passed","Thu Feb 05 18:42:40 GMT 2026","","MWE_RS_059 - Return Work For Other People: Return Work For Other People","",""
"","1618","When I click on ""Reject"" button","","Wed Feb 04 11:54:03 GMT 2026","passed","Wed Feb 04 11:54:05 GMT 2026","","MWE_RS_006 - Create Follow On Work Order Add To Backlog: Create Follow On Work Order Add To Backlog","",""
"","480","Then The Worklist page is open","","Mon Feb 02 11:46:27 GMT 2026","passed","Mon Feb 02 11:46:27 GMT 2026","","MWE_RS_024 - User level Notifications: User level Notifications","",""
"","1834","Then I click on ""MORE ACTION ICON"" button","","Thu Feb 05 19:26:09 GMT 2026","passed","Thu Feb 05 19:26:10 GMT 2026","","MWE_RS_060 - Complete Work For Other People: Complete Work For Other People","",""
"","956","Then I navigate ""Work"" tab","","Thu Jan 29 21:54:31 GMT 2026","passed","Thu Jan 29 21:54:32 GMT 2026","","MWE_RS_036 - Complete a CM Work Order: Complete a CM Work Order","",""
"","1709","Then I click on ""SELECT OUTCOME"" option","","Thu Feb 05 18:18:18 GMT 2026","passed","Thu Feb 05 18:18:20 GMT 2026","","MWE_RS_057 - Capture Time For Other People: Capture Time For Other People","",""
"","2331","Then I click on ""PAUSE WORK ORDER"" button","","Thu Jan 29 12:10:57 GMT 2026","passed","Thu Jan 29 12:10:59 GMT 2026","","MWE_RS_002 - Start and Pause Work Order: Start and Pause Work Order","",""
"","0","Then The Worklist page is open","","Thu Jan 29 16:04:10 GMT 2026","skipped","Thu Jan 29 16:04:10 GMT 2026","","MWE_RS_012 - Change Location on Work Order: Change Location on Work Order","",""
"","700","Then I select ""Start Time"" date field","","Thu Jan 29 17:48:16 GMT 2026","passed","Thu Jan 29 17:48:17 GMT 2026","","MWE_RS_017 - Add Manual Time Entry: Add Manual Time Entry","",""
"","1417","When I click on ""Reject"" button","","Fri Jan 30 11:02:24 GMT 2026","passed","Fri Jan 30 11:02:26 GMT 2026","","MWE_RS_022 - Check out Materials and make Reservations: Checkout Materials and make Reservations","",""
"","4197","Then I click on ""USER 2"" button","","Thu Feb 05 18:18:10 GMT 2026","passed","Thu Feb 05 18:18:14 GMT 2026","","MWE_RS_057 - Capture Time For Other People: Capture Time For Other People","",""
"","1407","When I set Region as ""Europe""","","Wed Feb 04 11:39:52 GMT 2026","passed","Wed Feb 04 11:39:53 GMT 2026","","MWE_RS_055 - Reset Application: Reset Application","",""
"","993","Then I can connect to the Environment","","Thu Feb 05 18:11:59 GMT 2026","passed","Thu Feb 05 18:12:00 GMT 2026","","MWE_RS_057 - Capture Time For Other People: Capture Time For Other People","",""
"","1950","Then I click on ""ADD COMMENT"" button","","Thu Jan 29 12:36:20 GMT 2026","passed","Thu Jan 29 12:36:22 GMT 2026","","MWE_RS_003 - Add Comment: Add Comment to Work Order","",""
"","1792","Then I click on ""START WORK"" button","","Thu Jan 29 17:48:10 GMT 2026","passed","Thu Jan 29 17:48:11 GMT 2026","","MWE_RS_017 - Add Manual Time Entry: Add Manual Time Entry","",""
